N;mark;year;mileage;vol_engine;price
82448;citroen;2010;251598;1560;15900
82449;citroen;2009;140000;1598;17900
82450;citroen;2010;85000;1598;22990
82451;citroen;2009;159000;1397;16500
82452;citroen;2010;144000;1397;19999
82453;citroen;2009;167000;1397;16900
82454;citroen;2012;123500;1560;24900
82455;citroen;2012;115300;1397;22900
82456;citroen;2014;42400;1598;37400
82457;citroen;2010;137221;1397;18900
82458;citroen;2013;226000;1560;22900
82459;citroen;2014;80864;1598;39500
82460;citroen;2014;145600;1560;26300
82461;citroen;2012;212000;1560;19900
82462;citroen;2009;169000;1560;14900
82463;citroen;2009;127700;1397;17800
82464;citroen;2012;130081;1560;17999
82465;citroen;2015;54739;1199;41500
82466;citroen;2009;140000;1397;15900
82467;citroen;2015;89500;1560;35500
82468;citroen;2009;247640;1560;19900
82469;citroen;2012;245000;1598;21800
82470;citroen;2014;99400;1397;24800
82471;citroen;2009;157000;1397;15900
82472;citroen;2016;169000;1199;27900
82473;citroen;2011;154000;1598;20900
82474;citroen;2013;149500;1397;25900
82475;citroen;2010;143000;1560;17000
82476;citroen;2009;169000;1397;16900
82477;citroen;2012;160000;1598;22999
82478;citroen;2012;168000;1560;17900
82479;citroen;2015;199000;1560;29900
82480;citroen;2017;139855;1560;44899
82481;citroen;2015;62074;1199;36500
82482;citroen;2010;200000;1397;17900
82483;citroen;2009;197501;1397;16300
82484;citroen;2010;27440;1397;24500
82485;citroen;2014;118000;1397;32900
82486;citroen;2009;136252;1598;25000
82487;citroen;2010;191000;1560;19900
82488;citroen;2010;128150;1598;22900
82489;citroen;2011;195776;1560;17500
82490;citroen;2009;143500;1397;17900
82491;citroen;2014;150000;1397;26200
82492;citroen;2009;152000;1397;16900
82493;citroen;2009;95754;1397;17990
82494;citroen;2012;188795;1560;19999
82495;citroen;2009;180000;1598;17999
82496;citroen;2010;135424;1598;19900
82497;citroen;2009;119000;1560;18400
82498;citroen;2009;107306;1397;19900
82499;citroen;2014;95978;1560;25500
82500;citroen;2017;58914;1199;35900
82501;citroen;2011;213617;1560;16900
82502;citroen;2015;199000;1560;23000
82503;citroen;2009;198000;1397;14199
82504;citroen;2009;180000;1397;16500
82505;citroen;2011;150000;1397;19900
82506;citroen;2010;146400;1598;19900
82507;citroen;2010;165000;1397;17900
82508;citroen;2013;122000;1560;23900
82509;citroen;2008;195584;1397;17900
82510;citroen;2009;175600;1397;18500
82511;citroen;2016;83100;1199;19999
82512;citroen;2010;222000;1560;16999
82513;citroen;2010;88669;1397;20500
82514;citroen;2010;118000;1397;21500
82515;citroen;2009;165000;1598;17500
82516;citroen;2009;143000;1397;18900
82517;citroen;2014;99385;1397;24900
82518;citroen;2011;214000;1560;23900
82519;citroen;2009;198600;1560;16400
82520;citroen;2009;87000;1598;19900
82521;citroen;2010;150000;1397;17900
82522;citroen;2013;88441;1598;25900
82523;citroen;2009;213000;1560;17900
82524;citroen;2009;179000;1397;16500
82525;citroen;2012;169000;1397;16900
82526;citroen;2016;39500;1199;31600
82527;citroen;2009;117000;1598;19000
82528;citroen;2014;183000;1560;17000
82529;citroen;2011;140600;1598;18900
82530;citroen;2010;113854;1397;18900
82531;citroen;2011;161360;1397;17900
82532;citroen;2009;160000;1598;16900
82533;citroen;2010;129000;1400;20900
82534;citroen;2010;188000;1598;18900
82535;citroen;2015;198000;1560;31500
82536;citroen;2017;83000;1560;53800
82537;citroen;2018;36000;1199;55900
82538;citroen;2015;100691;1199;40000
82539;citroen;2015;72726;1199;46000
82540;citroen;2015;125000;1199;39000
82541;citroen;2018;31141;1199;66000
82542;citroen;2020;24733;1199;59900
82543;citroen;2017;79000;1199;36900
82544;citroen;2016;155000;1560;37999
82545;citroen;2016;111105;1199;47900
82546;citroen;2016;97652;1199;44900
82547;citroen;2016;81911;1199;42500
82548;citroen;2017;45000;1199;45900
82549;citroen;2018;39299;1199;67000
82550;citroen;2014;85530;1199;41000
82551;citroen;2017;86900;1199;40900
82552;citroen;2016;72563;1199;43500
82553;citroen;2015;57679;1560;36500
82554;citroen;2015;97991;1199;41000
82555;citroen;2018;61244;1199;54000
82556;citroen;2016;78807;1199;40500
82557;citroen;2017;53000;1199;43900
82558;citroen;2014;71000;1199;36900
82559;citroen;2017;134000;1560;57072
82560;citroen;2014;155000;1560;32500
82561;citroen;2014;171000;1199;33900
82562;citroen;2016;78527;1199;49900
82563;citroen;2015;190000;1199;34800
82564;citroen;2017;62731;1199;49800
82565;citroen;2016;168000;1560;42999
82566;citroen;2018;116100;1560;48900
82567;citroen;2017;76594;1199;44000
82568;citroen;2015;86200;1199;29900
82569;citroen;2016;52289;1199;47900
82570;citroen;2015;95094;1199;44000
82571;citroen;2015;115000;1199;39900
82572;citroen;2016;123000;1199;37900
82573;citroen;2014;37534;1199;39000
82574;citroen;2020;48013;1199;64900
82575;citroen;2016;77500;1199;49900
82576;citroen;2017;94000;1199;43999
82577;citroen;2015;141000;1199;33900
82578;citroen;2016;117735;1199;39700
82579;citroen;2014;108000;1199;35800
82580;citroen;2018;169000;1499;54900
82581;citroen;2017;76084;1199;45900
82582;citroen;2015;46000;1199;35500
82583;citroen;2017;89100;1199;42900
82584;citroen;2016;79344;1199;49900
82585;citroen;2016;55694;1199;40400
82586;citroen;2017;89000;1199;38900
82587;citroen;2019;20563;1199;68000
82588;citroen;2015;97991;1199;41000
82589;citroen;2014;76000;1199;31000
82590;citroen;2016;115885;1199;45900
82591;citroen;2017;44250;1199;39900
82592;citroen;2017;124600;1199;47990
82593;citroen;2019;91000;1499;53997
82594;citroen;2018;31000;1199;59900
82595;citroen;2016;183043;1199;31300
82596;citroen;2020;28000;1199;44500
82597;citroen;2019;51200;1199;63900
82598;citroen;2014;128958;1198;38900
82599;citroen;2015;67000;1199;39900
82600;citroen;2017;91000;1560;47900
82601;citroen;2015;110000;1199;35900
82602;citroen;2019;73000;1499;47900
82603;citroen;2015;112000;1199;42990
82604;citroen;2015;143000;1560;32900
82605;citroen;2015;57000;1560;42800
82606;citroen;2014;173112;1560;38900
82607;citroen;2017;65560;1199;47000
82608;citroen;2016;118500;1199;47900
82609;citroen;2016;62500;1199;42900
82610;citroen;2016;83000;1199;44900
82611;citroen;2018;52000;1199;54600
82612;citroen;2014;113627;1199;37000
82613;citroen;2015;184000;1560;36700
82614;citroen;2019;64000;1499;58900
82615;citroen;2015;52000;1560;38999
82616;citroen;2017;97119;1199;49900
82617;citroen;2017;108250;1560;44700
82618;citroen;2015;67559;1199;45900
82619;citroen;2015;151400;1199;39900
82620;citroen;2014;75000;1199;37900
82621;citroen;2016;77031;1199;47900
82622;citroen;2016;123856;1199;41900
82623;citroen;2017;144228;1199;44900
82624;citroen;2017;19027;1199;64900
82625;citroen;2016;77500;1199;45900
82626;citroen;2014;133525;1560;34999
82627;citroen;2019;15215;1199;62000
82628;citroen;2014;105000;1560;34500
82629;citroen;2015;122000;1199;37900
82630;citroen;2019;24126;1199;59900
82631;citroen;2015;91000;1199;37500
82632;citroen;2016;5000;1199;47500
82633;citroen;2017;147927;1560;44900
82634;citroen;2014;64745;1199;39900
82635;citroen;2017;68800;1199;49900
82636;citroen;2017;77100;1199;49900
82637;citroen;2015;185340;1199;38000
82638;citroen;2016;80000;1560;38900
82639;citroen;2018;61244;1199;54000
82640;citroen;2015;60000;1199;36500
82641;citroen;2016;75000;1199;45900
82642;citroen;2015;119863;1199;47900
82643;citroen;2019;39000;1199;56500
82644;citroen;2017;49022;1199;48000
82645;citroen;2017;66000;1199;57900
82646;citroen;2019;9658;1499;53900
82647;citroen;2015;132975;1199;35999
82648;citroen;2016;21500;1199;43000
82649;citroen;2017;64735;1199;39500
82650;citroen;2016;75401;1199;54900
82651;citroen;2015;62000;1560;38500
82652;citroen;2019;28000;1499;59900
82653;citroen;2018;65000;1199;49900
82654;citroen;2020;17327;1199;76490
82655;citroen;2017;44500;1199;47500
82656;citroen;2015;81032;1199;50900
82657;citroen;2017;137992;1199;44800
82658;citroen;2017;84650;1560;49500
82659;citroen;2018;29853;1199;60000
82660;citroen;2015;89232;1199;38500
82661;citroen;2014;138203;1199;33999
82662;citroen;2015;82000;1560;39900
82663;citroen;2015;91000;1199;39900
82664;citroen;2016;170873;1560;36900
82665;citroen;2014;198000;1560;35900
82666;citroen;2017;101000;1560;47900
82667;citroen;2014;167400;1199;34900
82668;citroen;2014;197000;1560;32700
82669;citroen;2015;84800;1199;44400
82670;citroen;2014;119600;1560;36900
82671;citroen;2018;50000;1199;53900
82672;citroen;2018;17000;1199;59900
82673;citroen;2015;129712;1199;50900
82674;citroen;2018;33000;1199;69900
82675;citroen;2015;111000;1199;35900
82676;citroen;2016;50569;1199;53000
82677;citroen;2015;181200;1560;36900
82678;citroen;2016;96400;1199;44400
82679;citroen;2017;82000;1199;43900
82680;citroen;2015;58500;1199;42900
82681;citroen;2016;120300;1199;42900
82682;citroen;2018;92000;1560;42900
82683;citroen;2018;66250;1199;63800
82684;citroen;2018;54350;1199;61900
82685;citroen;2016;105391;1199;49900
82686;citroen;2017;36000;1199;48999
82687;citroen;2015;101000;1199;39900
82688;citroen;2016;132000;1199;43000
82689;citroen;2018;88000;1199;62900
82690;citroen;2015;51284;1199;44500
82691;citroen;2020;6600;1199;61000
82692;citroen;2019;11700;1499;58997
82693;citroen;2014;54000;1199;42900
82694;citroen;2015;97600;1199;44900
82695;citroen;2015;97600;1199;44900
82696;citroen;2015;94100;1199;44900
82697;citroen;2018;56200;1199;49900
82698;citroen;2017;72379;1199;53900
82699;citroen;2017;44703;1199;53900
82700;citroen;2018;94112;1199;54000
82701;citroen;2016;57687;1199;51900
82702;citroen;2016;47636;1199;55000
82703;citroen;2015;200000;1199;33500
82704;citroen;2016;59000;1560;40900
82705;citroen;2015;133538;1199;39999
82706;citroen;2014;108000;1199;36500
82707;citroen;2016;129600;1199;41900
82708;citroen;2017;88000;1199;49900
82709;citroen;2017;36500;1199;47900
82710;citroen;2015;140000;1560;38900
82711;citroen;2016;50000;1199;39900
82712;citroen;2016;48000;1199;39000
82713;citroen;2015;106200;1560;38900
82714;citroen;2014;48600;1199;36500
82715;citroen;2015;230000;1199;38900
82716;citroen;2019;8500;1499;53990
82717;citroen;2018;121;1199;59999
82718;citroen;2015;133000;1199;39500
82719;citroen;2014;145000;1199;35800
82720;citroen;2014;130000;1560;32900
82721;citroen;2015;132000;1199;35900
82722;citroen;2016;49611;1199;42500
82723;citroen;2015;81842;1199;39900
82724;citroen;2014;99000;1199;38900
82725;citroen;2017;44000;1199;48000
82726;citroen;2014;129000;1199;38900
82727;citroen;2016;169000;1997;60900
82728;citroen;2014;140207;1997;52500
82729;citroen;2007;217000;1997;9999
82730;citroen;2015;133597;1560;49000
82731;citroen;2016;129200;1560;46999
82732;citroen;2016;140000;1997;51900
82733;citroen;2009;198600;1997;17700
82734;citroen;2015;195000;1997;44400
82735;citroen;2016;190034;1997;50000
82736;citroen;2017;139500;1560;57000
82737;citroen;2008;193000;1749;18700
82738;citroen;2014;113414;1560;47500
82739;citroen;2016;186000;1560;42700
82740;citroen;2010;197200;1997;21900
82741;citroen;2014;130143;1997;49900
82742;citroen;2007;255000;1560;14900
82743;citroen;2019;103080;1997;84700
82744;citroen;2018;180000;1560;53500
82745;citroen;2006;230000;1749;15900
82746;citroen;2010;268000;1560;19900
82747;citroen;2011;236050;1560;23000
82748;citroen;2009;117000;1598;17900
82749;citroen;2016;100000;1199;49700
82750;citroen;2009;294000;1560;12500
82751;citroen;2014;129200;2000;54986
82752;citroen;2014;122000;1560;43800
82753;citroen;2009;188778;1997;16000
82754;citroen;2018;169560;1997;74900
82755;citroen;2016;172289;1997;57900
82756;citroen;2007;182000;1749;15900
82757;citroen;2018;39116;1598;99900
82758;citroen;2010;280000;1997;12000
82759;citroen;2011;142000;1560;21900
82760;citroen;2011;176700;1598;22700
82761;citroen;2010;226000;1997;19900
82762;citroen;2007;246000;1749;14500
82763;citroen;2009;270000;1560;12900
82764;citroen;2007;199900;1749;17900
82765;citroen;2014;185000;1997;54999
82766;citroen;2014;199500;1997;44900
82767;citroen;2017;162654;1997;64800
82768;citroen;2016;129697;1560;52000
82769;citroen;2018;170000;1997;67100
82770;citroen;2013;254000;1560;23500
82771;citroen;2016;236000;1997;43333
82772;citroen;2013;158109;1997;24900
82773;citroen;2015;173000;1560;38499
82774;citroen;2011;195818;1560;21900
82775;citroen;2011;208000;1997;24900
82776;citroen;2010;194000;1600;18900
82777;citroen;2007;140000;1749;16500
82778;citroen;2015;130000;1560;44900
82779;citroen;2007;270000;1997;12900
82780;citroen;2010;221444;1598;19800
82781;citroen;2007;197000;1997;15900
82782;citroen;2007;356000;2000;13900
82783;citroen;2014;101000;1600;39800
82784;citroen;2012;232000;1598;19000
82785;citroen;2009;123000;1598;17900
82786;citroen;2011;177500;1560;22400
82787;citroen;2007;160659;1749;14900
82788;citroen;2011;172433;1598;17900
82789;citroen;2006;299000;1560;9390
82790;citroen;2008;228000;1749;17900
82791;citroen;2008;181000;1997;16900
82792;citroen;2006;257000;1997;13900
82793;citroen;2015;128065;1598;40900
82794;citroen;2007;179000;1997;14900
82795;citroen;2009;132000;1598;17900
82796;citroen;2014;190000;1997;49900
82797;citroen;2011;229000;1560;19900
82798;citroen;2014;215000;1598;39900
82799;citroen;2014;133604;1560;44900
82800;citroen;2017;103648;1560;62900
82801;citroen;2014;219000;1997;40999
82802;citroen;2007;199000;1749;17900
82803;citroen;2011;130000;1598;22900
82804;citroen;2013;169000;1560;28650
82805;citroen;2007;216000;1798;13900
82806;citroen;2007;224000;1600;15900
82807;citroen;2014;136196;1560;36900
82808;citroen;2015;272701;1560;24900
82809;citroen;2007;255349;1560;8700
82810;citroen;2009;295000;1598;14900
82811;citroen;2014;145123;1997;54900
82812;citroen;2013;84660;1560;43999
82813;citroen;2008;320000;1749;13000
82814;citroen;2016;153199;1997;55700
82815;citroen;2017;159507;1997;54700
82816;citroen;2008;24505;1598;21000
82817;citroen;2010;214568;1560;16500
82818;citroen;2009;226000;2000;19900
82819;citroen;2014;145000;1997;48900
82820;citroen;2014;192000;1997;41500
82821;citroen;2014;215478;1997;42900
82822;citroen;2010;192000;1997;22900
82823;citroen;2007;239000;1997;12900
82824;citroen;2006;206200;1560;15900
82825;citroen;2014;189000;1997;47900
82826;citroen;2011;159000;1560;21800
82827;citroen;2014;77000;1598;35900
82828;citroen;2011;206389;1997;25800
82829;citroen;2016;129500;1997;65000
82830;citroen;2007;142000;1997;12900
82831;citroen;2011;130000;1598;23499
82832;citroen;2014;193000;1598;33900
82833;citroen;2008;207000;1560;11999
82834;citroen;2006;206000;1997;10000
82835;citroen;2008;173000;1560;16900
82836;citroen;2014;220000;1997;39900
82837;citroen;2007;321000;1560;9900
82838;citroen;2009;137280;1598;15700
82839;citroen;2014;149000;1560;37800
82840;citroen;2014;140000;1598;39900
82841;citroen;2014;195352;1560;39999
82842;citroen;2014;194000;1997;44800
82843;citroen;2009;204425;1598;15800
82844;citroen;2008;186000;1560;12900
82845;citroen;2014;195000;1560;37500
82846;citroen;2011;193256;1598;22500
82847;citroen;2015;181000;1560;44500
82848;citroen;2015;125000;1560;44900
82849;citroen;2014;235184;1997;42900
82850;citroen;2017;119000;1199;59900
82851;citroen;2017;149000;1560;51900
82852;citroen;2018;86500;1997;76900
82853;citroen;2016;175300;1997;53000
82854;citroen;2014;229000;1997;44700
82855;citroen;2017;178000;1600;54800
82856;citroen;2008;186000;1560;18900
82857;citroen;2009;158000;1598;15900
82858;citroen;2010;163252;1598;19900
82859;citroen;2016;247000;1997;39900
82860;citroen;2007;229000;1997;14900
82861;citroen;2007;195900;1560;7900
82862;citroen;2008;225900;1997;15800
82863;citroen;2014;231000;1600;39900
82864;citroen;2008;223320;1560;13400
82865;citroen;2008;201020;1997;15999
82866;citroen;2010;257000;1560;16700
82867;citroen;2018;43300;1199;54200
82868;citroen;2013;109968;1598;49900
82869;citroen;2008;208000;1749;17900
82870;citroen;2008;180000;1598;17900
82871;citroen;2016;160118;1997;67900
82872;citroen;2014;96986;1598;53900
82873;citroen;2011;220000;1600;21900
82874;citroen;2008;212000;1997;14999
82875;citroen;2011;171327;1560;25500
82876;citroen;2014;163265;1560;44000
82877;citroen;2014;235000;1997;34000
82878;citroen;2014;140000;1598;41900
82879;citroen;2017;31200;1199;55000
82880;citroen;2007;188410;1800;18900
82881;citroen;2017;98500;1199;59900
82882;citroen;2017;180000;1560;57900
82883;citroen;2015;193000;1997;45800
82884;citroen;2008;307000;1997;10500
82885;citroen;2014;184400;1997;54000
82886;citroen;2007;227000;1997;17300
82887;citroen;2014;169874;1997;47999
82888;citroen;2008;179000;1560;13900
82889;citroen;2008;218425;1997;16900
82890;citroen;2007;223000;1560;12500
82891;citroen;2010;133000;1997;24500
82892;citroen;2015;195000;1997;45999
82893;citroen;2008;240000;1997;13900
82894;citroen;2007;216254;1560;12900
82895;citroen;2009;162000;1749;15900
82896;citroen;2007;222150;1560;9500
82897;citroen;2017;132009;1560;63900
82898;citroen;2016;142000;1997;59000
82899;citroen;2007;243000;1749;10700
82900;citroen;2010;192800;1997;18800
82901;citroen;2013;200000;1560;24900
82902;citroen;2010;249123;1560;19900
82903;citroen;2014;29042;1997;58000
82904;citroen;2012;233000;1560;20900
82905;citroen;2007;196000;1997;16999
82906;citroen;2008;146000;1749;17999
82907;citroen;2008;236000;1997;12800
82908;citroen;2008;207000;1997;12900
82909;citroen;2007;254321;1560;11500
82910;citroen;2014;240000;1997;44900
82911;citroen;2008;215000;1997;13900
82912;citroen;2012;128476;1560;27900
82913;citroen;2015;222312;1560;37000
82914;citroen;2016;116294;1560;54000
82915;citroen;2006;275735;1560;19065
82916;citroen;2011;199000;1598;19500
82917;citroen;2006;237009;1997;12950
82918;citroen;2007;210000;1749;12900
82919;citroen;2007;210000;1749;12900
82920;citroen;2014;220000;1560;39900
82921;citroen;2008;143000;1598;14900
82922;citroen;2010;259000;1560;16800
82923;citroen;2012;171710;1560;26900
82924;citroen;2007;278000;1749;13800
82925;citroen;2017;97526;1997;72500
82926;citroen;2007;165901;1560;13900
82927;citroen;2007;246000;1997;12999
82928;citroen;2008;278000;1749;10900
82929;citroen;2006;193570;1749;15400
82930;citroen;2016;180000;1997;49900
82931;citroen;2009;180000;1598;13800
82932;citroen;2007;230000;1560;12900
82933;citroen;2007;218000;1560;11900
82934;citroen;2011;299000;1560;13900
82935;citroen;2016;114581;1560;51900
82936;citroen;2016;141409;1560;54900
82937;citroen;2008;229000;1800;16900
