N;mark;year;mileage;vol_engine;price
70915;toyota;2017;40286;1995;74799
70916;toyota;2014;185600;1798;47000
70917;toyota;2012;130000;1798;48999
70918;toyota;2017;46086;1995;79799
70919;toyota;2018;108591;1995;71799
70920;toyota;2016;89000;1995;68700
70921;toyota;2016;97590;1798;75900
70922;toyota;2009;232000;1798;30900
70923;toyota;2011;305000;2231;23900
70924;toyota;2016;169991;1798;64800
70925;toyota;2012;208000;1798;43900
70926;toyota;2014;129179;1798;52900
70927;toyota;2009;270458;1798;29800
70928;toyota;2018;40233;1798;89799
70929;toyota;2016;137768;1987;67900
70930;toyota;2017;63000;1987;89900
70931;toyota;2012;163928;1598;44900
70932;toyota;2010;223000;1998;28900
70933;toyota;2012;191200;1798;43900
70934;toyota;2009;287862;1998;18900
70935;toyota;2009;166000;1998;25900
70936;toyota;2009;289000;1998;21900
70937;toyota;2010;166000;1987;34999
70938;toyota;2017;37854;1598;69900
70939;toyota;2018;162055;1995;68100
70940;toyota;2013;277500;1998;35055
70941;toyota;2011;85000;2000;44000
70942;toyota;2013;23;1998;82410
70943;toyota;2012;28131;1998;78105
70944;toyota;2012;233703;1998;33900
70945;toyota;2016;105495;1798;52900
70946;toyota;2016;166584;1987;69800
70947;toyota;2017;71900;1798;74900
70948;toyota;2016;66000;1987;92500
70949;toyota;2016;130500;1987;65000
70950;toyota;2010;233924;1798;31000
70951;toyota;2009;183000;1598;34500
70952;toyota;2014;215000;1998;40000
70953;toyota;2017;63000;1798;66000
70954;toyota;2009;277000;2231;20500
70955;toyota;2017;53000;1798;77900
70956;toyota;2009;246183;1998;23500
70957;toyota;2013;211440;1798;44000
70958;toyota;2013;145000;1798;45900
70959;toyota;2009;238000;1987;34900
70960;toyota;2009;264223;1987;25900
70961;toyota;2012;244063;2231;28800
70962;toyota;2009;233000;1998;27500
70963;toyota;2018;95500;1798;83640
70964;toyota;2018;126374;1987;81900
70965;toyota;2018;156267;1995;69900
70966;toyota;2012;199362;1998;33900
70967;toyota;2011;208000;1798;36996
70968;toyota;2017;141900;1598;51900
70969;toyota;2017;96310;1798;71900
70970;toyota;2017;124195;1995;69000
70971;toyota;2010;224000;1598;32500
70972;toyota;2010;180000;2231;28300
70973;toyota;2009;186682;1998;34900
70974;toyota;2015;109300;1995;59900
70975;toyota;2012;148463;1798;44999
70976;toyota;2017;85000;1798;74900
70977;toyota;2011;228000;1998;26900
70978;toyota;2016;104255;1995;64900
70979;toyota;2016;123000;1598;44500
70980;toyota;2015;53000;1798;63000
70981;toyota;2009;198000;1998;24500
70982;toyota;2016;49000;1598;59900
70983;toyota;2010;260000;1998;27900
70984;toyota;2009;200078;1598;26900
70985;toyota;2018;97943;1798;78900
70986;toyota;2016;125900;1798;69900
70987;toyota;2017;97076;1798;59900
70988;toyota;2015;76000;1798;59900
70989;toyota;2017;60673;1995;79900
70990;toyota;2016;145000;1995;63900
70991;toyota;2016;52000;1798;69899
70992;toyota;2012;160145;2231;36900
70993;toyota;2015;109300;1598;52900
70994;toyota;2015;127000;1995;57000
70995;toyota;2012;293220;1798;35900
70996;toyota;2011;200000;1998;27500
70997;toyota;2018;78160;1995;79799
70998;toyota;2011;268000;1998;24777
70999;toyota;2013;37697;1998;82410
71000;toyota;2014;18;1798;82410
71001;toyota;2010;112656;1998;35000
71002;toyota;2014;14;1998;82410
71003;toyota;2018;120300;1995;68900
71004;toyota;2011;208000;1998;29900
71005;toyota;2013;131000;1998;31800
71006;toyota;2010;190000;1798;33500
71007;toyota;2016;179922;1987;68900
71008;toyota;2018;110000;1798;89900
71009;toyota;2016;108954;1995;65000
71010;toyota;2018;115700;1798;74900
71011;toyota;2016;70500;1798;56500
71012;toyota;2009;260000;1798;25500
71013;toyota;2016;105047;1995;73900
71014;toyota;2012;180000;1798;38500
71015;toyota;2012;180000;1798;38500
71016;toyota;2010;216000;1987;29900
71017;toyota;2018;77000;1995;75900
71018;toyota;2012;201000;1998;29999
71019;toyota;2016;225000;1995;47600
71020;toyota;2012;143345;1798;48800
71021;toyota;2009;194000;1798;35900
71022;toyota;2017;109632;1598;50000
71023;toyota;2011;199000;2231;29900
71024;toyota;2014;120580;1798;59900
71025;toyota;2012;160703;1598;39900
71026;toyota;2011;308000;1987;32500
71027;toyota;2018;69800;1798;99500
71028;toyota;2009;283987;1998;23000
71029;toyota;2014;177667;1998;40900
71030;toyota;2016;134100;2000;57900
71031;toyota;2017;81864;1995;74900
71032;toyota;2013;72200;1998;44500
71033;toyota;2009;299123;1798;24900
71034;toyota;2013;18;1998;82410
71035;toyota;2013;201055;1987;46900
71036;toyota;2009;133200;1987;35900
71037;toyota;2009;284000;2231;26500
71038;toyota;2010;251000;2231;30000
71039;toyota;2011;252671;1998;23900
71040;toyota;2014;204272;1987;47500
71041;toyota;2016;43700;1798;73900
71042;toyota;2009;104470;1598;30000
71043;toyota;2014;190000;1998;38300
71044;toyota;2016;17000;1598;82500
71045;toyota;2018;34000;1987;97900
71046;toyota;2017;63000;1798;78800
71047;toyota;2016;82747;1987;76900
71048;toyota;2017;189964;1995;57900
71049;toyota;2018;54066;1798;89900
71050;toyota;2009;207000;1998;24500
71051;toyota;2014;105216;1598;49900
71052;toyota;2016;62000;1798;65900
71053;toyota;2009;210566;2231;34800
71054;toyota;2017;87210;1995;76900
71055;toyota;2017;79178;1798;82900
71056;toyota;2010;257000;1998;23900
71057;toyota;2012;282600;2231;34950
71058;toyota;2009;220447;1998;25900
71059;toyota;2018;31944;1798;96000
71060;toyota;2018;42000;1798;92900
71061;toyota;2018;81000;1998;74700
71062;toyota;2013;196800;1998;37500
71063;toyota;2009;212864;2231;26600
71064;toyota;2012;239000;1987;39900
71065;toyota;2017;84500;1995;62500
71066;toyota;2012;220000;1600;36900
71067;toyota;2010;188300;1798;34500
71068;toyota;2013;101926;1998;43500
71069;toyota;2012;140000;1798;42999
71070;toyota;2018;147400;1798;79900
71071;toyota;2018;66642;1798;63900
71072;toyota;2011;293956;2231;30000
71073;toyota;2011;170000;1798;40700
71074;toyota;2013;177100;1987;49900
71075;toyota;2012;297000;1987;39000
71076;toyota;2017;59155;1987;81900
71077;toyota;2016;135470;1995;71900
71078;toyota;2013;243000;1998;37900
71079;toyota;2016;63200;1798;74900
71080;toyota;2018;180000;1998;66297
71081;toyota;2012;81900;1987;55900
71082;toyota;2015;190000;1995;48500
71083;toyota;2012;92000;1598;42900
71084;toyota;2009;312745;1998;21000
71085;toyota;2009;190000;2231;22900
71086;toyota;2016;259126;1995;43900
71087;toyota;2017;71001;1798;85000
71088;toyota;2009;280000;1998;21900
71089;toyota;2009;181000;1998;23800
71090;toyota;2012;236000;1998;24800
71091;toyota;2011;259000;1998;25500
71092;toyota;2014;215000;1998;41500
71093;toyota;2014;120198;1598;48800
71094;toyota;2009;147276;1798;34990
71095;toyota;2016;164230;1998;50900
71096;toyota;2009;287000;1998;22700
71097;toyota;2010;212000;1987;32500
71098;toyota;2018;83000;1995;99900
71099;toyota;2010;259000;2000;25900
71100;toyota;2009;115036;1798;34900
71101;toyota;2009;244000;1998;21900
71102;toyota;2010;214096;1798;28900
71103;toyota;2009;222000;1798;32900
71104;toyota;2011;262745;2231;24900
71105;toyota;2017;179200;1987;69900
71106;toyota;2017;80000;1987;76899
71107;toyota;2017;134163;1995;69900
71108;toyota;2014;121601;1798;44900
71109;toyota;2017;138000;1798;67500
71110;toyota;2012;111150;1798;55900
71111;toyota;2016;185499;1995;59600
71112;toyota;2017;123000;1995;72900
71113;toyota;2016;180000;1995;57999
71114;toyota;2017;148812;1995;67901
71115;toyota;2014;102744;1798;51900
71116;toyota;2012;112200;1798;48800
71117;toyota;2009;191000;1998;32900
71118;toyota;2016;169400;1995;54900
71119;toyota;2011;288962;2231;25490
71120;toyota;2009;150000;1798;34900
71121;toyota;2012;185000;1798;45900
71122;toyota;2016;139990;1995;62900
71123;toyota;2017;149959;1798;66900
71124;toyota;2016;82207;1798;70000
71125;toyota;2017;263073;1987;59900
71126;toyota;2017;120708;1798;68900
71127;toyota;2017;188772;1995;58400
71128;toyota;2010;278000;1998;26300
71129;toyota;2018;51000;1798;99000
71130;toyota;2014;150000;1798;43000
71131;toyota;2013;328000;2231;29999
71132;toyota;2009;189000;1798;31900
71133;toyota;2018;120152;1798;76900
71134;toyota;2017;38000;1798;97700
71135;toyota;2015;141045;1798;65900
71136;toyota;2013;180000;1598;38900
71137;toyota;2009;243000;2231;19999
71138;toyota;2009;206000;1987;31900
71139;toyota;2015;132459;1995;62900
71140;toyota;2016;69000;1998;68900
71141;toyota;2015;157000;1798;54900
71142;toyota;2013;174000;1798;45900
71143;toyota;2009;187755;2231;30000
71144;toyota;2011;245000;1998;25900
71145;toyota;2011;96295;1998;35000
71146;toyota;2017;72400;1798;65900
71147;toyota;2015;80000;1998;55500
71148;toyota;2011;264000;1998;25900
71149;toyota;2009;201345;1987;34700
71150;toyota;2016;80000;1995;65000
71151;toyota;2010;150000;1998;25999
71152;toyota;2016;89876;1598;54000
71153;toyota;2014;206570;1998;37600
71154;toyota;2014;155000;1998;38500
71155;toyota;2010;212856;1598;30900
71156;toyota;2010;285834;2231;25500
71157;toyota;2009;156434;1798;39900
71158;toyota;2009;323060;1998;22999
71159;toyota;2016;113489;1798;67900
71160;toyota;2017;158615;1995;62900
71161;toyota;2015;78065;1798;69900
71162;toyota;2014;82000;1798;62000
71163;toyota;2012;226000;1998;29900
71164;toyota;2017;129867;1995;72000
71165;toyota;2016;163000;1998;52700
71166;toyota;2018;122316;1987;86900
71167;toyota;2016;165700;1995;57600
71168;toyota;2017;130360;1798;66900
71169;toyota;2018;102689;1798;91900
71170;toyota;2018;96245;1798;91900
71171;toyota;2018;124221;1798;91900
71172;toyota;2014;134646;1798;56800
71173;toyota;2016;74000;1798;73500
71174;toyota;2016;144260;1995;59900
71175;toyota;2016;72000;1798;69900
71176;toyota;2018;64500;1995;79900
71177;toyota;2014;254000;1998;34500
71178;toyota;2009;261614;2231;25900
71179;toyota;2009;270000;1998;24900
71180;toyota;2017;128095;1995;74900
71181;toyota;2010;238000;1798;30900
71182;toyota;2009;354670;1998;17999
71183;toyota;2012;235780;1998;33900
71184;toyota;2017;165500;1995;52700
71185;toyota;2009;246000;1987;36900
71186;toyota;2018;98564;1998;75000
71187;toyota;2012;231000;1997;33900
71188;toyota;2013;126000;1798;54700
71189;toyota;2015;123792;1598;49900
71190;toyota;2011;214000;1598;31900
71191;toyota;2009;242000;1798;27900
71192;toyota;2010;161000;1798;34900
71193;toyota;2008;147128;2231;34000
71194;toyota;2017;109632;1598;52000
71195;toyota;2017;104811;1995;73900
71196;toyota;2009;117200;1798;36500
71197;toyota;2013;227000;1798;43500
71198;toyota;2009;194000;1798;32900
71199;toyota;2010;118000;2231;29900
71200;toyota;2011;258000;2231;27999
71201;toyota;2016;182145;1998;60000
71202;toyota;2009;134127;1998;30000
71203;toyota;2011;132423;1998;34000
71204;toyota;2013;133318;1798;52000
71205;toyota;2012;141729;1998;38000
71206;toyota;2016;150288;1998;54000
71207;toyota;2010;151807;1998;27500
71208;toyota;2009;135827;1798;30000
71209;toyota;2012;195793;1798;36000
71210;toyota;2017;151077;1987;67000
71211;toyota;2015;81921;1598;55000
71212;toyota;2015;84590;1798;53001
71213;toyota;2011;170788;2231;32000
71214;toyota;2018;43675;1798;72900
71215;toyota;2017;165895;1987;68500
71216;toyota;2014;160118;2231;55900
71217;toyota;2014;162259;1998;40000
71218;toyota;2016;160000;1995;49900
71219;toyota;2018;39500;1798;89900
71220;toyota;2014;73500;1998;49900
71221;toyota;2012;121000;1998;39999
71222;toyota;2009;195000;2231;24990
71223;toyota;2011;174830;1998;24900
71224;toyota;2015;159855;1995;59900
71225;toyota;2011;178000;2231;27900
71226;toyota;2015;169000;1995;48000
71227;toyota;2016;188290;1995;56900
71228;toyota;2010;177000;2231;31500
71229;toyota;2013;233651;1998;33500
71230;toyota;2011;185000;1998;32900
71231;toyota;2017;130000;1995;61900
71232;toyota;2013;117600;1598;41900
71233;toyota;2010;217000;1987;39900
71234;toyota;2012;240000;1998;29900
71235;toyota;2012;154200;1798;46900
71236;toyota;2015;193000;1995;48800
71237;toyota;2011;269000;1998;25500
71238;toyota;2015;88500;1798;69500
71239;toyota;2012;230000;1998;35500
71240;toyota;2011;245000;1998;24999
71241;toyota;2016;75300;1598;55900
71242;toyota;2015;174000;1598;45000
71243;toyota;2009;168000;1798;34999
71244;toyota;2015;198500;1598;48999
71245;toyota;2010;243000;1998;21500
71246;toyota;2014;178000;1987;54900
71247;toyota;2018;25736;1598;86000
71248;toyota;2011;240000;1798;31400
71249;toyota;2012;171050;1798;45900
71250;toyota;2012;134740;1798;45900
71251;toyota;2009;224000;1987;32900
71252;toyota;2009;219000;1998;24600
71253;toyota;2012;202462;1998;36900
71254;toyota;2012;238000;1798;29900
71255;toyota;2012;151500;1798;49900
71256;toyota;2009;150000;1798;34900
71257;toyota;2011;179000;1998;25900
71258;toyota;2013;245000;1998;37000
71259;toyota;2009;192000;1798;32500
71260;toyota;2009;162000;1798;32900
71261;toyota;2016;159560;1600;51900
71262;toyota;2015;112000;1987;68900
71263;toyota;2012;199000;1998;32800
71264;toyota;2009;201000;1798;27500
71265;toyota;2010;227000;1998;24000
71266;toyota;2018;38171;1798;99000
71267;toyota;2015;215227;1798;49900
71268;toyota;2014;105000;1798;52900
71269;toyota;2016;139000;1598;47900
71270;toyota;2012;191000;1987;38007
71271;toyota;2017;81000;1798;67900
71272;toyota;2012;208000;1998;31900
71273;toyota;2010;275000;1998;25500
71274;toyota;2010;182850;1798;34500
71275;toyota;2011;212411;1998;29900
71276;toyota;2009;221700;1987;29500
71277;toyota;2015;128000;1798;64900
71278;toyota;2016;94159;1798;64900
71279;toyota;2014;132000;1798;52900
71280;toyota;2011;170000;1798;36900
71281;toyota;2009;138800;1798;35900
71282;toyota;2009;220000;1798;33900
71283;toyota;2008;256000;1998;20500
71284;toyota;2009;170000;1798;32900
71285;toyota;2013;191000;1998;39900
71286;toyota;2018;37600;1798;79800
71287;toyota;2008;211700;2231;25800
71288;toyota;2012;211000;1998;33900
71289;toyota;2012;223000;1998;35900
71290;toyota;2011;195430;1798;35500
71291;toyota;2014;177000;1798;50000
71292;toyota;2009;209750;1798;31500
71293;toyota;2010;280000;1998;19900
71294;toyota;2013;265000;1998;31900
71295;toyota;2010;110000;1798;38500
71296;toyota;2016;183000;1987;64700
71297;toyota;2010;190000;1798;33900
71298;toyota;2010;193113;1798;34900
71299;toyota;2010;239000;1798;33900
71300;toyota;2009;262000;1998;25900
71301;toyota;2010;244000;1998;22900
71302;toyota;2011;307000;1998;22900
71303;toyota;2015;80000;1798;74000
71304;toyota;2009;202000;1798;29900
71305;toyota;2016;94500;1798;63999
71306;toyota;2009;294000;1998;17900
71307;toyota;2011;150000;1998;32900
71308;toyota;2015;294000;1995;42000
71309;toyota;2009;287500;1598;22900
71310;toyota;2017;245000;1798;65000
71311;toyota;2016;109581;1995;63900
71312;toyota;2015;67800;1798;65900
71313;toyota;2017;80650;1598;67900
71314;toyota;2015;119000;1995;59900
71315;toyota;2015;201280;1798;59900
71316;toyota;2014;234000;1998;34900
71317;toyota;2011;111850;1798;35800
71318;toyota;2009;143800;1798;32500
71319;toyota;2012;229034;1987;36000
71320;toyota;2009;219000;1798;29700
71321;toyota;2009;278000;1987;32000
71322;toyota;2009;223770;1998;20400
71323;toyota;2007;163000;1794;24900
71324;toyota;2011;170800;1798;35900
71325;toyota;2009;167631;1798;31900
71326;toyota;2012;131000;1987;44000
71327;toyota;2010;118000;1998;39000
71328;toyota;2018;60000;1995;75900
71329;toyota;2010;226616;1798;33900
71330;toyota;2009;205000;1798;29900
71331;toyota;2009;203000;1798;32900
71332;toyota;2011;199997;1987;39999
71333;toyota;2009;156514;2231;19900
71334;toyota;2016;174000;1995;52900
71335;toyota;2012;199000;998;15999
71336;toyota;2011;169000;998;19999
71337;toyota;2009;179400;998;17220
71338;toyota;2005;177960;998;9900
71339;toyota;2010;90664;998;7800
71340;toyota;2011;160000;998;14900
71341;toyota;2010;157000;998;14400
71342;toyota;2010;180000;998;10999
71343;toyota;2013;77452;998;16999
71344;toyota;2006;160000;998;7900
71345;toyota;2008;98000;998;12800
71346;toyota;2013;110000;998;18500
71347;toyota;2014;238000;998;16900
71348;toyota;2006;97600;998;10000
71349;toyota;2019;19000;998;38500
71350;toyota;2008;162000;998;11000
71351;toyota;2009;40340;998;19900
71352;toyota;2009;170000;998;11900
71353;toyota;2007;269276;998;8900
71354;toyota;2009;195000;998;13500
71355;toyota;2009;139000;998;9700
71356;toyota;2007;183328;998;11900
71357;toyota;2009;160000;998;13600
71358;toyota;2009;171325;998;12900
71359;toyota;2007;183236;998;11900
71360;toyota;2011;153000;998;16300
71361;toyota;2009;108298;998;16600
71362;toyota;2011;165000;998;17500
71363;toyota;2014;77000;998;23900
71364;toyota;2007;198189;998;8999
71365;toyota;2006;195000;1398;8400
71366;toyota;2006;260000;998;7300
71367;toyota;2008;138000;998;13900
71368;toyota;2010;184000;998;9400
71369;toyota;2008;173000;998;11500
71370;toyota;2014;25650;998;28900
71371;toyota;2005;137000;998;10600
71372;toyota;2007;121000;998;8999
71373;toyota;2009;240000;998;8999
71374;toyota;2013;119000;998;19800
71375;toyota;2008;136000;998;13500
71376;toyota;2010;142029;998;16900
71377;toyota;2010;161100;998;16990
71378;toyota;2011;51000;998;14900
71379;toyota;2009;186000;998;12900
71380;toyota;2008;128000;998;12100
71381;toyota;2013;102000;998;16500
71382;toyota;2009;118000;998;12800
71383;toyota;2009;111000;998;14400
71384;toyota;2006;194000;998;7200
71385;toyota;2012;99980;998;16990
71386;toyota;2007;183210;998;12500
71387;toyota;2012;37569;998;15900
71388;toyota;2009;152000;998;12900
71389;toyota;2009;146000;1000;13900
71390;toyota;2006;128025;998;11999
71391;toyota;2010;163570;998;11900
71392;toyota;2008;121500;998;10950
71393;toyota;2010;160000;998;14700
71394;toyota;2008;186000;998;11500
71395;toyota;2009;210000;998;12500
71396;toyota;2007;145000;998;10400
71397;toyota;2011;160000;998;14900
71398;toyota;2006;178821;998;12900
71399;toyota;2005;163000;998;14299
71400;toyota;2011;137000;998;15300
71401;toyota;2008;119000;998;12900
71402;toyota;2010;129463;998;14400
71403;toyota;2007;219000;998;9900
71404;toyota;2012;128000;998;21800
71405;toyota;2009;191000;998;13900
71406;toyota;2010;149000;998;14900
71407;toyota;2009;81659;998;14900
71408;toyota;2006;108000;998;7499
71409;toyota;2006;102000;998;6500
71410;toyota;2007;118000;998;13900
71411;toyota;2011;120000;998;10900
71412;toyota;2009;243000;998;9000
71413;toyota;2006;104000;998;10999
71414;toyota;2008;136000;998;13500
71415;toyota;2008;146000;998;14900
71416;toyota;2014;84000;998;23100
71417;toyota;2009;191000;998;13900
71418;toyota;2011;131000;998;16900
71419;toyota;2009;128592;998;12400
71420;toyota;2007;178000;998;7999
71421;toyota;2010;174309;998;16500
71422;toyota;2009;84000;998;14000
71423;toyota;2009;147568;998;11700
71424;toyota;2011;102000;998;14750
71425;toyota;2007;252147;1398;7500
71426;toyota;2012;162000;998;14900
71427;toyota;2012;199000;998;15999
71428;toyota;2010;139000;998;11999
71429;toyota;2011;97920;998;14900
71430;toyota;2008;162164;998;13800
71431;toyota;2009;197000;998;13800
71432;toyota;2009;121000;998;12700
71433;toyota;2009;182906;998;10900
71434;toyota;2006;109000;998;11900
71435;toyota;2007;144500;998;10900
71436;toyota;2012;158060;998;15900
71437;toyota;2007;171000;998;9900
71438;toyota;2012;169000;998;12999
71439;toyota;2012;107000;998;15900
71440;toyota;2009;148000;998;11900
71441;toyota;2007;68570;998;13000
71442;toyota;2009;120000;998;11900
71443;toyota;2007;135000;998;12500
71444;toyota;2008;140000;998;11900
71445;toyota;2007;133000;998;10900
71446;toyota;2012;96207;998;15000
71447;toyota;2008;76717;998;12900
71448;toyota;2011;115400;998;17900
71449;toyota;2006;183600;998;6299
71450;toyota;2006;145500;998;8900
71451;toyota;2007;107000;998;6999
71452;toyota;2008;193000;998;12500
71453;toyota;2008;190000;998;9900
71454;toyota;2008;167933;998;10900
71455;toyota;2012;159000;998;11900
71456;toyota;2008;99000;998;13999
71457;toyota;2008;183083;998;11999
71458;toyota;2006;166000;998;7300
71459;toyota;2013;141145;998;16900
71460;toyota;2006;182235;998;10400
71461;toyota;2007;192000;998;7900
71462;toyota;2009;150300;998;11800
71463;toyota;2017;50000;998;34700
71464;toyota;2016;23065;998;33702
71465;toyota;2020;14300;998;43000
71466;toyota;2017;41789;998;35600
71467;toyota;2018;5190;998;46000
71468;toyota;2019;50687;998;50900
71469;toyota;2021;2;998;50900
71470;toyota;2016;76000;998;27900
71471;toyota;2021;1;998;49000
71472;toyota;2015;27700;998;36900
71473;toyota;2021;100;998;60000
71474;toyota;2021;1;998;49000
71475;toyota;2021;200;998;43050
71476;toyota;2017;25000;998;42000
71477;toyota;2017;10483;998;44500
71478;toyota;2016;72124;998;34900
71479;toyota;2018;25532;998;46000
71480;toyota;2017;33600;998;44900
71481;toyota;2017;63000;998;28700
71482;toyota;2017;70645;998;45900
71483;toyota;2018;29045;998;46500
71484;toyota;2019;31292;998;45900
71485;toyota;2021;1;998;145500
71486;toyota;2016;102720;998;37000
71487;toyota;2017;11460;998;29900
71488;toyota;2020;5900;998;46900
71489;toyota;2020;24000;998;36900
71490;toyota;2019;18358;998;39000
71491;toyota;2019;9900;998;32900
71492;toyota;2018;30270;998;38900
71493;toyota;2022;5;998;76100
71494;toyota;2021;1400;998;47900
71495;toyota;2017;60069;998;41900
71496;toyota;2022;5;998;79900
71497;toyota;2021;3;998;57195
71498;toyota;2019;55946;998;39900
71499;toyota;2019;65106;998;39900
71500;toyota;2018;22000;998;34800
71501;toyota;2018;189;998;37000
71502;toyota;2021;6;998;56900
71503;toyota;2018;27000;998;35999
71504;toyota;2019;30000;998;37999
71505;toyota;2019;17381;998;42002
71506;toyota;2015;78120;998;31000
71507;toyota;2017;109043;998;28900
71508;toyota;2016;35000;998;31600
71509;toyota;2016;30500;998;38500
71510;toyota;2016;44359;998;39900
71511;toyota;2017;63000;998;35300
71512;toyota;2017;57340;998;46500
71513;toyota;2018;49201;998;40900
71514;toyota;2015;83500;998;31900
71515;toyota;2015;69277;998;32900
71516;toyota;2018;66074;998;46500
71517;toyota;2017;93000;998;39900
71518;toyota;2019;78994;998;42850
71519;toyota;2018;45435;998;34900
71520;toyota;2019;38737;998;44850
71521;toyota;2014;135000;998;25900
71522;toyota;2018;81300;998;29950
71523;toyota;2015;85000;998;29999
71524;toyota;2019;29320;998;33999
71525;toyota;2019;13012;998;43800
71526;toyota;2019;46000;998;44900
71527;toyota;2017;121213;998;36900
71528;toyota;2018;75784;998;36900
71529;toyota;2019;18358;998;39000
71530;toyota;2014;46888;998;38000
71531;toyota;2019;49000;998;43900
71532;toyota;2018;30827;998;31900
71533;toyota;2017;37267;998;32999
71534;toyota;2018;18000;998;32999
71535;toyota;2018;51600;998;45900
71536;toyota;2019;8000;998;43500
71537;toyota;2015;82680;998;34900
71538;toyota;2017;51193;998;31900
71539;toyota;2017;60436;998;28000
71540;toyota;2019;49654;998;39899
71541;toyota;2019;53517;998;42850
71542;toyota;2016;84713;998;33900
71543;toyota;2015;51850;998;33900
71544;toyota;2017;30330;998;45900
71545;toyota;2018;17425;998;44900
71546;toyota;2017;113450;998;34900
71547;toyota;2019;43909;999;37900
71548;toyota;2018;40546;998;39900
71549;toyota;2014;57523;998;29900
71550;toyota;2015;99809;998;35000
71551;toyota;2018;17425;998;44900
71552;toyota;2018;27007;998;44900
71553;toyota;2015;110000;998;27999
71554;toyota;2018;44500;998;46900
71555;toyota;2017;34000;998;42999
71556;toyota;2017;133210;998;46900
71557;toyota;2016;80000;998;31900
71558;toyota;2015;90000;998;31900
71559;toyota;2019;42000;998;42900
71560;toyota;2017;52149;998;34000
71561;toyota;2019;18358;998;39000
71562;toyota;2016;94071;998;31500
71563;toyota;2018;27236;998;45000
71564;toyota;2016;102720;998;37000
71565;toyota;2017;118000;998;27000
71566;toyota;2015;78785;998;35500
71567;toyota;2019;70000;998;43671
71568;toyota;2016;59599;998;43900
71569;toyota;2019;12935;998;42900
71570;toyota;2019;44245;998;43500
71571;toyota;2020;43000;999;43900
71572;toyota;2021;2450;998;59900
71573;toyota;2017;62000;998;33700
71574;toyota;2019;34638;998;36777
71575;toyota;2021;5;998;51600
71576;toyota;2019;23250;998;38800
71577;toyota;2016;60000;998;32700
71578;toyota;2017;31000;998;35900
71579;toyota;2015;56000;998;19900
71580;toyota;2017;29000;998;36900
71581;toyota;2020;27000;998;46900
71582;toyota;2018;22000;998;34900
71583;toyota;2014;46000;998;36500
71584;toyota;2018;16000;998;46900
71585;toyota;2017;26556;998;42424
71586;toyota;2014;101000;998;27900
71587;toyota;2014;99000;998;33900
71588;toyota;2018;29000;998;36990
71589;toyota;2020;12000;1000;48000
71590;toyota;2016;92000;998;34500
71591;toyota;2018;89673;998;36400
71592;toyota;2019;14500;998;41500
71593;toyota;2016;86439;998;38000
71594;toyota;2015;224000;998;21900
71595;toyota;2018;11000;998;49800
71596;toyota;2020;5898;998;46900
71597;toyota;2016;99889;998;28200
71598;toyota;2014;195000;998;24444
71599;toyota;2018;44500;998;32500
71600;toyota;2015;126000;998;26900
71601;toyota;2017;41044;998;36900
71602;toyota;2021;20;998;43000
71603;toyota;2015;77150;998;34900
71604;toyota;2015;105121;998;33700
71605;toyota;2015;63646;998;34700
71606;toyota;2015;37000;998;18200
71607;toyota;2017;102149;998;32000
71608;toyota;2019;49654;998;39899
71609;toyota;2015;191000;998;22950
71610;toyota;2018;61212;998;48800
71611;toyota;2018;35097;998;47900
71612;toyota;2017;15000;998;40900
71613;toyota;2015;143000;998;28600
71614;toyota;2015;100000;998;35900
71615;toyota;2016;13150;998;42000
71616;toyota;2019;61700;998;44500
71617;toyota;2020;29283;998;38944
71618;toyota;2019;8500;998;42000
71619;toyota;2019;47900;998;25900
71620;toyota;2015;67108;998;33900
71621;toyota;2016;104150;998;42435
71622;toyota;2020;21000;998;49815
71623;toyota;2016;104150;998;42435
71624;toyota;2020;21000;998;49815
71625;toyota;2018;8646;998;47000
71626;toyota;2018;27236;998;45000
71627;toyota;2018;32945;998;48800
71628;toyota;2018;12400;998;39900
71629;toyota;2019;69000;998;42500
71630;toyota;2014;91116;998;29900
71631;toyota;2019;44000;998;35800
71632;toyota;2016;67816;998;32500
71633;toyota;2015;87000;998;29900
71634;toyota;2021;17000;998;41900
71635;toyota;2021;7073;998;36900
71636;toyota;2019;15800;998;38900
71637;toyota;2018;120000;998;27900
71638;toyota;2016;62200;998;35999
71639;toyota;2020;14000;998;9471
71640;toyota;2018;72000;998;39900
71641;toyota;2015;76000;998;31800
71642;toyota;2016;219000;998;25830
71643;toyota;2015;30440;998;31800
71644;toyota;2018;26900;998;39700
71645;toyota;2016;77630;998;28900
71646;toyota;2014;69000;998;29999
71647;toyota;2018;22000;998;35600
71648;toyota;2018;44092;998;44900
71649;toyota;2017;70645;998;45900
71650;toyota;2017;61080;998;31900
71651;toyota;2020;8503;998;49900
71652;toyota;2020;8503;998;49900
71653;toyota;2019;17123;998;900
71654;toyota;2018;30314;998;28900
71655;toyota;2017;33645;1197;79000
71656;toyota;2017;98654;1798;87900
71657;toyota;2018;56000;1798;108600
71658;toyota;2020;13593;1197;93500
71659;toyota;2017;44676;1798;97000
71660;toyota;2016;42902;1798;94000
71661;toyota;2017;71140;1798;89000
71662;toyota;2018;82274;1798;89900
71663;toyota;2020;11900;1987;129900
71664;toyota;2022;1;1987;131400
71665;toyota;2019;115000;1798;89900
71666;toyota;2022;1;1987;130400
71667;toyota;2016;46742;1798;88500
